iter	Logloss
231	0.3820618949
232	0.3820512601
233	0.3819023067
234	0.3817525545
235	0.3815605559
236	0.3814339808
237	0.3813531238
238	0.3811814264
239	0.3810623335
240	0.3809590671
241	0.3807174751
242	0.3806386725
243	0.3804459245
244	0.3802100435
245	0.3800162479
246	0.3799013657
247	0.3797790984
248	0.3796062341
249	0.3794341707
250	0.3793513243
251	0.3792059256
252	0.3790268514
253	0.3789662129
254	0.3788032775
255	0.3786900472
256	0.3786746117
257	0.3785710175
258	0.3783546942
259	0.378234166
260	0.3780642871
261	0.3779169413
262	0.3779035431
263	0.3778712031
264	0.3777638823
265	0.3776311018
266	0.3775250626
267	0.3773595048
268	0.3771408867
269	0.3771322425
270	0.37689909
271	0.3767687031
272	0.3767491879
273	0.3764416051
274	0.3763410275
275	0.3762258927
276	0.3761373279
277	0.3759677045
278	0.3758800394
279	0.3757173117
280	0.3754577883
281	0.3752930984
282	0.3751704137
283	0.3750090503
284	0.3748362255
285	0.3746192292
286	0.3744208581
287	0.3742945895
288	0.3741002027
289	0.3739888671
290	0.3739029851
291	0.3736996553
292	0.3736180747
293	0.3734618786
294	0.3733003252
295	0.3732206689
296	0.3730862601
297	0.3730031415
298	0.3728837941
299	0.3728564975
300	0.372662948
301	0.3725573975
302	0.3723926541
303	0.3721975805
304	0.3720449833
305	0.3719282358
306	0.3718488422
307	0.3717272492
308	0.3716055958
309	0.371382814
310	0.3712729271
311	0.3712000513
312	0.3710923795
313	0.3709771747
314	0.3707363236
315	0.3706099952
316	0.3704430004
317	0.3703981913
318	0.3702476159
319	0.3701460196
320	0.3699511246
321	0.3696834139
322	0.3695241991
323	0.3693521307
324	0.3692860163
325	0.3692303688
326	0.369128339
327	0.3690674143
328	0.3688235364
329	0.3688212934
330	0.3687067572
331	0.3686369534
332	0.3685377671
333	0.3685288572
334	0.3683715786
335	0.3682726992
336	0.3681614109
337	0.3679352811
338	0.3678312848
339	0.3677720749
340	0.3677123701
341	0.3675872663
342	0.3674743546
343	0.3674270954
344	0.3673597879
345	0.3671711179
346	0.3670707208
347	0.3670150336
348	0.3668196745
349	0.3667521708
350	0.3667024023
351	0.366528742
352	0.3665286351
353	0.3664876869
354	0.3663467905
355	0.3662301018
356	0.3661345541
357	0.3660690302
358	0.365918963
359	0.3659073126
360	0.3658472392
361	0.3657780411
362	0.3657755514
363	0.3656355808
364	0.3655309166
365	0.3655168144
366	0.365436152
367	0.3653581178
368	0.3652827589
369	0.3651490403
370	0.3649923245
371	0.3648007903
372	0.3647008982
373	0.3645739069
374	0.3644525831
375	0.3644033519
376	0.3642336462
377	0.3641579467
378	0.3639778306
379	0.3638666268
380	0.3637781557
381	0.3636874563
382	0.3635294185
383	0.3633839949
384	0.3631984122
385	0.3630970847
386	0.3628212215
387	0.3626351403
388	0.362492978
389	0.3623317483
390	0.3622642866
391	0.362204396
392	0.362160767
393	0.3620533694
394	0.3619669121
395	0.3618356397
396	0.3617371174
397	0.3615632964
398	0.3613490258
399	0.3612113334
400	0.3610902264
401	0.3609910173
402	0.3608393627
403	0.3607103285
404	0.3605455054
405	0.3603918656
406	0.3602115547
407	0.360087196
408	0.3600202265
409	0.3599010429
410	0.3597773516
411	0.3596094103
412	0.3594871571
413	0.3594561492
414	0.3594043776
415	0.3592788443
416	0.3592400905
417	0.3590916402
418	0.3589977704
419	0.3588322442
420	0.3587577594
421	0.3586622034
422	0.3585943652
423	0.3584427185
424	0.3582420996
425	0.3581022651
426	0.3579622211
427	0.3578825671
428	0.357771929
429	0.3576612595
430	0.3574614792
431	0.3573602313
432	0.3572394968
433	0.3571096249
434	0.3570141355
435	0.3570079212
436	0.3569128925
437	0.3567976471
438	0.3566328221
439	0.3565359816
440	0.356407016
441	0.3562797053
442	0.3561097874
443	0.3559273155
444	0.355831212
445	0.3557481788
446	0.3556877391
447	0.3554970207
448	0.3554838105
449	0.3553366103
450	0.3551898444
451	0.3551468644
452	0.3550056261
453	0.3548601463
454	0.3546992175
455	0.3545418095
456	0.3543920073
457	0.3543789123
458	0.3541844817
459	0.3539979959
460	0.3539806367
461	0.3537388031
462	0.3535190165
463	0.3534215704
464	0.3532458832
465	0.3531337065
466	0.3530469494
467	0.3529289203
468	0.352771715
469	0.3526626713
470	0.3525048227
471	0.3523465551
472	0.3522143768
473	0.3520451463
474	0.3519055259
475	0.3517495422
476	0.3516361447
477	0.351552932
478	0.3513880004
479	0.3512580497
480	0.3510953057
481	0.3510007426
482	0.3508575815
483	0.3506420812
484	0.3504266987
485	0.3502467335
486	0.3500027013
487	0.3498118586
488	0.3496666784
489	0.3495542677
490	0.3494378184
491	0.3493395464
492	0.3492259029
493	0.3490190401
494	0.348862951
495	0.3487180306
496	0.3486060326
497	0.3484524099
498	0.3483640067
499	0.348217937
500	0.3480900341
501	0.3479588899
502	0.3477628641
503	0.3476010372
504	0.3474377716
505	0.3473186731
506	0.3472015144
507	0.3470349011
508	0.3468342998
509	0.3466936943
510	0.3465495001
511	0.346389862
512	0.3462634798
513	0.3461429196
514	0.3460275918
515	0.3458743584
516	0.3457674092
517	0.3455817275
518	0.345434442
519	0.3452398664
520	0.3451072649
521	0.3449755037
522	0.3448661309
523	0.3447363742
524	0.3446377656
525	0.3445081688
526	0.3443156327
527	0.3441740496
528	0.3440587925
529	0.3439197616
530	0.343805912
531	0.3436320419
532	0.3435292618
533	0.3433838022
534	0.3432877028
535	0.3431050019
536	0.3428919285
537	0.3427646091
538	0.3426512845
539	0.3425393515
540	0.3424444664
541	0.3422150029
542	0.3421116009
543	0.3419407206
544	0.3418161713
545	0.3417129069
546	0.3416477529
547	0.3415448092
548	0.3414548894
549	0.3413635875
550	0.3411661433
551	0.3410703028
552	0.3409554345
553	0.3408360823
554	0.3407147669
555	0.3405135568
556	0.3403955017
557	0.3402881662
558	0.3401365973
559	0.3399511875
560	0.3397672057
561	0.3396472945
562	0.3394678378
563	0.3393545232
564	0.3392342894
565	0.3390923292
566	0.3389628659
567	0.3388304957
568	0.3386962224
569	0.338532791
570	0.3383121562
571	0.3382223061
572	0.3381071926
573	0.3380258636
574	0.3378599474
575	0.3377544564
576	0.337665184
577	0.3375428061
578	0.3373912604
579	0.337139759
580	0.3370085438
581	0.3368221644
582	0.336596607
583	0.3364865523
584	0.3362829556
585	0.3361598197
586	0.3360738315
587	0.3358648573
588	0.3356907422
589	0.3355590849
590	0.3354576806
591	0.3353002328
592	0.3351011888
593	0.3350100777
594	0.3348658744
595	0.3347036378
596	0.3345753883
597	0.3344387131
598	0.3343549255
599	0.3342293189
600	0.3340385394
601	0.3339138885
602	0.3336987997
603	0.3336028266
604	0.3335128141
605	0.3333639369
606	0.3332136151
607	0.3330989976
608	0.3329232853
609	0.3328211032
610	0.3326559941
611	0.3324756608
612	0.332291264
613	0.3322072339
614	0.3320229102
615	0.3319092307
616	0.3317645008
617	0.3316117452
618	0.3314575732
619	0.3313209011
620	0.3311616134
621	0.3310747128
622	0.3309932937
623	0.3308612294
624	0.33078061
625	0.3306348241
626	0.3304909576
627	0.3303812735
628	0.3301652248
629	0.3300224902
630	0.3299155343
631	0.3298418213
632	0.3297126151
633	0.3296576009
634	0.3294254353
635	0.3293577406
636	0.3292305716
637	0.3291396455
638	0.3290100616
639	0.3289007506
640	0.328802587
641	0.3286899844
642	0.3285715604
643	0.328449748
644	0.3282684211
645	0.3281413024
646	0.3280426609
647	0.3279389029
648	0.327741359
649	0.3276475903
650	0.3275108089
651	0.3273425228
652	0.327215795
653	0.3270945403
654	0.3270205249
655	0.3269161849
656	0.3268724596
657	0.3266817036
658	0.3265142489
659	0.3264319608
660	0.3263235253
661	0.3262377403
662	0.3261470568
663	0.3260920305
664	0.3259613589
665	0.3259224997
666	0.3257478127
667	0.3255701447
668	0.3254241795
669	0.3253185694
670	0.3252453415
671	0.3252185661
672	0.3250965896
673	0.324994137
674	0.3248539217
675	0.3246595129
676	0.3245458596
677	0.3244304297
678	0.324282067
679	0.3241679462
680	0.3240814971
681	0.3239623902
682	0.3238486738
683	0.3236640167
684	0.3234855208
685	0.3233611452
686	0.323202259
687	0.3230720215
688	0.3229626036
689	0.3228493691
690	0.3226865302
691	0.3226207664
692	0.3225071005
693	0.3223401661
694	0.3222382404
695	0.3221484407
696	0.3220838004
697	0.3220188793
698	0.3219554738
699	0.3218750966
700	0.3217718586
701	0.3216091848
702	0.3214591046
703	0.3213507186
704	0.3212205864
705	0.321096808
706	0.3209275576
707	0.3208472503
708	0.3207521802
709	0.3206085732
710	0.3205044954
711	0.3203720449
712	0.320243421
713	0.3201808566
714	0.3200966054
715	0.3199767187
716	0.3199095872
717	0.3197983488
718	0.3196272263
719	0.3194841369
720	0.3192908081
721	0.3191370471
722	0.3190540008
723	0.318892699
724	0.3187693693
725	0.3187496659
726	0.3186090642
727	0.3184851251
728	0.3183689292
729	0.3183104606
730	0.3182308297
731	0.3181331792
732	0.3180247266
733	0.3179651393
734	0.3178322496
735	0.3177380958
736	0.3176359698
737	0.3174815818
738	0.3174473554
739	0.3173603753
740	0.3173417085
741	0.3172935997
742	0.3172227296
743	0.3171572105
744	0.3171032772
745	0.3170076965
746	0.3168733002
747	0.3167326388
748	0.3165678504
749	0.3164092794
750	0.3163254507
751	0.3161593698
752	0.3160592623
753	0.315954316
754	0.3158748963
755	0.3157631843
756	0.315691896
757	0.3155708865
758	0.3154849787
759	0.315384195
760	0.3152642269
761	0.315159369
762	0.3150114726
763	0.3148368528
764	0.3147941665
765	0.314706356
766	0.314625782
767	0.314568253
768	0.3144278429
769	0.3143428986
770	0.3142022224
771	0.3140910691
772	0.3140574895
773	0.3139329963
774	0.3137861484
775	0.3136422193
776	0.313572821
777	0.3135221981
778	0.313484534
779	0.3133795882
780	0.3132857632
781	0.3132027696
782	0.3131255668
783	0.3129546917
784	0.3128338881
785	0.3127804897
786	0.312632353
787	0.3125361482
788	0.312476211
789	0.3123802255
790	0.312350036
791	0.3122493897
792	0.3121365936
793	0.3120020905
794	0.3119152383
795	0.3117772045
796	0.311627069
797	0.3115202724
798	0.3113473159
799	0.3112560056
800	0.3111787134
801	0.311058435
802	0.3109941819
803	0.3109451166
804	0.3108221027
805	0.3106841294
806	0.3105878508
807	0.3105307162
808	0.3104153215
809	0.3102271919
810	0.3101418398
811	0.3100467036
812	0.3099245751
813	0.3098305812
814	0.3096991629
815	0.3095633961
816	0.3094955884
817	0.3093520798
818	0.3092875613
819	0.309202251
820	0.3090516194
821	0.308891581
822	0.3087649054
823	0.3086639507
824	0.3085389296
825	0.3084726046
826	0.3084024064
827	0.3082940916
828	0.3081457213
829	0.3080365497
830	0.3079587028
831	0.3079108596
832	0.3077709647
833	0.3077419419
834	0.307626366
835	0.3075243787
836	0.3074022347
837	0.3073519381
838	0.307294619
839	0.3071421738
840	0.307053755
841	0.3068952236
842	0.306806208
843	0.3067123043
844	0.3065606306
845	0.3064293494
846	0.306380907
847	0.3063001187
848	0.306170976
849	0.3060794771
850	0.3059715192
851	0.3059414043
852	0.3058852695
853	0.3057488021
854	0.3056815308
855	0.305563882
856	0.3055170183
857	0.3053543695
858	0.3052967127
859	0.3051803054
860	0.3050872961
861	0.3050001302
862	0.3049559028
863	0.3048673937
864	0.3047155774
865	0.3046476019
866	0.3045065562
867	0.3044454216
868	0.3044240854
869	0.3043423907
870	0.3042763722
871	0.3041821097
872	0.3040413079
873	0.3039615361
874	0.3038395639
875	0.3037558869
876	0.3036562831
877	0.3035953332
878	0.3035063496
879	0.3033984922
880	0.3033221608
881	0.3032511491
882	0.3032083964
883	0.3030774511
884	0.3029813836
885	0.3028964738
886	0.30283434
887	0.3027821756
888	0.3027119375
889	0.3026315076
890	0.3025508005
891	0.3024561599
892	0.3023645931
893	0.3022895794
894	0.3022207189
895	0.3021056094
896	0.3019899897
897	0.301901011
898	0.3017599824
899	0.3016523769
900	0.3015625225
901	0.3014302609
902	0.3013015486
903	0.3012113162
904	0.3010865793
905	0.300941795
906	0.3008086192
907	0.3006340838
908	0.3005266911
909	0.300379208
910	0.3002928721
911	0.300250457
912	0.3001247947
913	0.2999930396
914	0.2998964635
915	0.2997880929
916	0.2997060098
917	0.2996060234
918	0.2995198091
919	0.2994015094
920	0.2993641919
921	0.2992816483
922	0.2991599159
923	0.2990795036
924	0.2990106179
925	0.2989417002
926	0.2988668126
927	0.2987640614
928	0.2987228601
929	0.2986564285
930	0.2985756857
931	0.2984773505
932	0.2983476308
933	0.2982323647
934	0.2981680919
935	0.2980859134
936	0.2980452298
937	0.2979713999
938	0.2978658708
939	0.2977899103
940	0.2976821213
941	0.2975976632
942	0.2974966313
943	0.2973805166
944	0.2972321698
945	0.2971862184
946	0.2971021947
947	0.2969779424
948	0.2969311018
949	0.2968121613
950	0.2966925483
951	0.2965871312
952	0.2964703478
953	0.2964288309
954	0.2963954798
955	0.2962830876
956	0.2962428778
957	0.2961014231
958	0.2960324274
959	0.2959499975
960	0.2958468729
961	0.29570365
962	0.2955421506
963	0.2954817004
964	0.2954113761
965	0.2952880211
966	0.2951732381
967	0.2950637336
968	0.2949285872
969	0.2948138295
970	0.2946900153
971	0.2946416674
972	0.294552579
973	0.2944098053
974	0.294283189
975	0.2941775885
976	0.2941305638
977	0.2940357847
978	0.2939325065
979	0.2937930216
980	0.2937537355
981	0.2936250683
982	0.2935983011
983	0.2934826105
984	0.2933674222
985	0.2932937725
986	0.2932035633
987	0.2930504507
988	0.2929500781
989	0.2928043235
990	0.2927050516
991	0.2926271741
992	0.2925593251
993	0.292408941
994	0.292316289
995	0.2922387282
996	0.2921880514
997	0.2921142348
998	0.292036632
999	0.291929401
